Bankrupt?,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
0,0.465070931,0.53368949,0.516944162,0.594740483,0.594740483,0.998962386,0.797392642,0.809312574,0.30354362,0.781571799,2460000000.0,25500000.0,0.46190584,0.000743074,0.51533556,0.179469892,0.179469892,0.179469892,0.214900255,0.319303954,0.013279489,0.095269115,0.170520449,0.022311448,0.848157279,0.689712983,0.689712983,0.217629684,5670000000.0,0.000446085,0.264142015,0.379028352,0.00833882,0.001752992,0.649043849,0.014823225,0.183420504,0.816579496,0.005642612,0.381240172,0.005556571,0.095290439,0.169542267,0.412982987,0.037481259,0.000462601,0.013697554,1090000000.0,0.000152813,0.02,0.056372369,0.392279686,0.046430298,0.804444652,0.259962932,0.70201655,0.039685347,0.002956679,0.001342597,0.156716409,0.341929029,0.278126155,0.014247344,0.815194833,0.737743394,0.336999105,0.001664987,0.931492791,0.002246091,0.00393624,0.000747781,0.000278754,0.59406023,0.000110772,0.671530956,0.128754501,0.815194833,0.336999105,0.113807976,0.6237671,0.456596849,0.572140223,0.309892797,0.034853514,0,0.796315229,0.054012581,0.6133229,0.594735853,0.840085104,0.285529212,0.029521363,0.568791144,1,0.019155337
0,0.476332082,0.534507196,0.526580652,0.610984592,0.609182894,0.999040842,0.79738116,0.809311792,0.303359446,0.781569834,0.000177965,263000000.0,0.466903198,0.000291029,0.0,0.174918882,0.174918882,0.174918882,0.214805711,0.324043291,0.013914727,0.10039899,0.169993221,0.022073659,0.847985702,0.689133629,0.689133629,0.217562836,6380000000.0,0.000440295,0.263572433,0.385902165,0.006356922,0.004307618,0.633985836,0.005825331,0.115095081,0.884904919,0.005203764,0.374145293,0.005365848,0.100379436,0.168999321,0.39918786,0.070464768,0.00048492,0.013047729,8270000000.0,9460000000.0,0.021290323,0.005640174,0.393444291,0.0077829,0.755785896,0.231111521,0.301147287,0.019118704,0.004772337,0.001146843,0.088177883,0.352662756,0.279027469,0.004446882,0.72076248,0.732271932,0.329989813,0.006660374,0.931564141,0.002234685,0.02111899,0.000166572,0.000131303,0.593922377,2920000000.0,0.671563905,0.393512972,0.72076248,0.329989813,0.114063672,0.635830435,0.457715393,0.609689445,0.313481902,0.045315456,0,0.796530771,0.000551827,0.623563475,0.610983816,0.840084566,0.279003869,0.044600359,0.569914995,1,0.032626481
0,0.474918344,0.53368949,0.529739279,0.601976102,0.601976102,0.99896227,0.797381021,0.809314787,0.303523559,0.781567448,0.000140961,7420000000.0,0.462868742,0.000140014,0.0,0.176351608,0.176351608,0.176351608,0.214616621,0.319162481,0.012402257,0.095269115,0.169993221,0.022084294,0.847934694,0.689195,0.689195,0.217566493,6360000000.0,0.000441892,0.263898796,0.377715063,0.009063934,0.004084283,0.632849208,0.003958635,0.089246304,0.910753696,0.00518808,0.373851164,0.005365848,0.095274154,0.168984239,0.399178482,0.070464768,0.001809826,0.003492488,3480000000.0,8250000000.0,0.019677419,0.008895025,0.391985708,0.013555285,0.790928956,0.204896475,0.435557199,0.032718875,0.0041387,0.001922046,0.090050943,0.344861066,0.277786062,0.013067452,0.943968239,0.734310506,0.329586734,0.001157939,0.937875415,0.002242013,0.013041646,0.00024893,0.000117296,0.593975075,5060000000.0,0.671581475,0.429477803,0.943968239,0.329586734,0.111618064,0.65060025,0.461423945,0.576953451,0.315592892,0.03213287,0,0.796865414,0.003257345,0.623102722,0.601977769,0.840101288,0.277649892,0.037216642,0.569733495,1,0.04284071
0,0.573879979,0.614751417,0.635205311,0.622176739,0.622176739,0.999410709,0.797939363,0.809813313,0.303561264,0.782104292,1630000000.0,107000000.0,0.473210706,0.000549055,0.023686608,0.23252286,0.23252286,0.23252286,0.262078094,0.34565325,0.019828486,0.136796678,0.212397379,0.022323,0.848245544,0.689896407,0.689907977,0.217649624,0.00011031,0.000613454,0.265190262,0.390801386,0.006597795,0.006007583,0.630962932,0.006611404,0.124134595,0.875865405,0.005005601,0.3747,0.005365848,0.136759653,0.208913355,0.395739413,0.053973013,0.001235632,0.005115769,0.000125535,3710000000.0,0.019354839,0.041334841,0.453924606,0.174156217,0.757458741,0.241130982,0.259739495,0.178137294,0.005993114,0.012790541,0.073588029,0.360642904,0.27753778,0.00191787,0.556052078,0.732409803,0.329526532,0.022383265,0.944833429,0.004167573,0.003248308,0.000235791,0.000224694,0.593931018,0.000434664,0.67165732,0.753413468,0.556052078,0.329526532,0.120514753,0.688009274,0.468477677,0.645362153,0.321811058,0.043723375,0,0.832858821,0.133315621,0.623744971,0.622177679,0.842987656,0.279573863,0.026897208,0.56561795,1,0.030017443
0,0.430702481,0.484354557,0.482681086,0.617564393,0.617564393,0.998830893,0.797065328,0.809025749,0.303247056,0.781309342,0.000522561,1410000000.0,0.461362321,0.00060106,0.0,0.161223716,0.161223716,0.161223716,0.20090763,0.317500177,0.011903141,0.088022148,0.156435942,0.022048769,0.847873404,0.689099091,0.688789057,0.21756923,5480000000.0,0.000405658,0.263486957,0.376140978,0.005730403,0.003667558,0.629920823,0.008183551,0.139795024,0.860204976,0.005086857,0.376311557,0.005906942,0.087986712,0.155448307,0.402629608,0.067466267,0.000428109,0.014794827,3960000000.0,9000000000.0,0.022419355,0.008668831,0.388186608,0.012221626,0.746596407,0.269864737,0.405441611,0.026644177,0.00372005,0.00108179,0.130504102,0.340589546,0.271750799,0.005545342,0.885995717,0.731609392,0.332701851,0.000594013,0.911224636,0.002126015,0.054851995,0.000222907,0.000150743,0.593908905,3990000000.0,0.671566372,0.410732963,0.885995717,0.332701851,0.111365344,0.637808624,0.45834264,0.564298718,0.313661757,0.050053751,0,0.762572121,0.00086372,0.623625253,0.617561226,0.837111263,0.280714134,0.026615305,0.564152511,1,0.026277723
0,0.49027446,0.538541212,0.538947481,0.602920192,0.602898572,0.998997974,0.797404124,0.809328328,0.30348948,0.781609834,0.000120031,4070000000.0,0.466341226,0.000315032,0.049701387,0.199190932,0.199190932,0.199190932,0.218492956,0.322946877,0.020025107,0.098689032,0.17172554,0.022125461,0.848160444,0.689240474,0.689240474,0.217596079,6160000000.0,0.000446708,0.263902682,0.379512686,0.008296386,0.00638875,0.632877289,0.006286762,0.120506696,0.879493304,0.006074312,0.37512945,0.008380253,0.098604394,0.17065078,0.397817323,0.065967016,0.000742597,0.008525427,0.000124389,0.000187611,0.021129032,0.01674133,0.39402094,0.010867762,0.768086366,0.186721594,0.227526107,0.026527695,0.00665151,0.002699484,0.051782344,0.346729248,0.277353443,0.004601991,0.399252503,0.733140587,0.328487309,0.032181231,0.936346492,0.002261593,0.012715904,0.000132358,0.000112683,0.593942306,4330000000.0,0.671561646,0.173635085,0.399252503,0.328487309,0.122797515,0.634481438,0.457499674,0.588438925,0.313236393,0.035027521,0,0.798300595,0.009143849,0.62397457,0.602915741,0.840224357,0.279338238,0.028109994,0.567955764,1,0.031018534
0,0.476185833,0.519733973,0.51126934,0.604484066,0.604368757,0.99896331,0.797383788,0.809221305,0.30352646,0.781465834,0.000178311,4550000000.0,0.460969779,0.000444044,0.0,0.152374531,0.152374531,0.152374531,0.209416659,0.317005022,0.011358652,0.095350541,0.17006854,0.022425198,0.848157538,0.689532417,0.689532417,0.217601558,5870000000.0,0.00042682,0.264142015,0.374939458,0.006014958,0.003520955,0.627640375,0.011146372,0.162771714,0.837228286,0.005032297,0.379978662,0.005365848,0.095323009,0.169097353,0.403111908,0.076461769,0.000758828,0.00832732,493000000.0,7410000000.0,0.027096774,0.011101156,0.392030936,0.017733442,0.751888756,0.253560482,0.413557284,0.020511436,0.003590229,0.000855262,0.127062917,0.339717513,0.293309409,0.006615106,0.74159104,0.732042497,0.333612156,0.008347345,0.904831432,0.002167746,0.030225493,0.000208756,0.000129588,0.593916406,2830000000.0,0.671565265,0.504596784,0.74159104,0.333612156,0.118177044,0.636340909,0.458240215,0.559680309,0.313204769,0.047784608,0,0.78493782,0.00080882,0.623309286,0.604483625,0.838910021,0.282863066,0.039854416,0.569820128,1,0.022063246
0,0.504070589,0.539140863,0.56041544,0.615625766,0.615625766,0.999024088,0.797397069,0.809322859,0.303422771,0.781594676,0.000298111,0.000207817,0.462851966,0.000382038,0.0,0.162235051,0.162235051,0.162235051,0.215656613,0.319445427,0.009150445,0.097874766,0.170595767,0.022370061,0.848199641,0.689735691,0.689735691,0.217635136,7400000000.0,0.000503929,0.264587267,0.379289147,0.006709495,0.004985109,0.634224189,0.00837323,0.141518276,0.858481724,0.005046201,0.378506899,0.005365848,0.097887863,0.169504562,0.400559736,0.056971514,0.000491007,0.012860723,6380000000.0,4610000000.0,0.021129032,0.006251193,0.393252075,0.017385916,0.761049303,0.268057312,0.343831912,0.063513068,0.005108619,0.003523472,0.095383707,0.343474388,0.278102101,0.004488594,0.636328171,0.732749126,0.331000298,0.015813167,0.921897139,0.002241426,0.021145927,0.00025855,0.000205745,0.593935223,0.00012852,0.67159568,0.59947086,0.636328171,0.331000298,0.120824647,0.657878683,0.461963162,0.57752938,0.317235579,0.043022618,0,0.797366168,0.000818183,0.622282453,0.615621922,0.840166228,0.280851622,0.030019562,0.568954618,1,0.025920184
0,0.496319407,0.554132141,0.546388993,0.600851843,0.600851843,0.998980065,0.797534856,0.809452536,0.303755348,0.781702606,0.000104998,0.0,0.464128566,0.000589059,0.0,0.20256205,0.20256205,0.20256205,0.223692919,0.319763741,0.015094454,0.09657194,0.178654817,0.022080502,0.84798155,0.689982651,0.689982651,0.218366843,7640000000.0,0.000486885,0.264178536,0.376979248,0.006321353,0.002838474,0.631744771,0.007487758,0.133234574,0.866765426,0.005416611,0.374782758,0.006371259,0.09655251,0.177369731,0.395827835,0.047976012,0.001913303,0.003303774,0.000103179,8090000000.0,0.018387097,0.011203972,0.392664119,0.018586676,0.752338294,0.058013931,0.111228374,0.018207277,0.003343,0.00283077,0.033727399,0.342643116,0.281030209,0.008044042,0.230480393,0.732052728,0.327801535,0.048999383,0.935350358,0.002448695,0.008302049,9600000000.0,5190000000.0,0.593918929,4440000000.0,0.671583012,0.297007821,0.230480393,0.327801535,0.120745606,0.648617373,0.460358982,0.573194817,0.315530872,0.045559964,0,0.806582438,0.114600055,0.626809867,0.600846859,0.840936435,0.280209331,0.027081661,0.5662449,1,0.027742998
1,0.469214644,0.522514174,0.518496708,0.600159991,0.600159991,0.998972092,0.797333156,0.809268437,0.303419387,0.78152408,0.000101991,2120000000.0,0.46597888,0.000365037,0.0,0.176393747,0.176393747,0.176393747,0.210551196,0.323618872,0.021310707,0.096327661,0.166302629,0.022054348,0.847952446,0.688108252,0.688108252,0.217426769,6410000000.0,0.000448555,0.263793117,0.384905555,0.00845364,0.00678676,0.628893782,0.00632871,0.120990416,0.879009584,0.005510688,0.374198974,0.007928732,0.096316381,0.165372144,0.400116288,0.101949025,0.000511296,0.012380826,0.000205786,0.000214089,0.027741935,0.013460041,0.392449289,0.008297103,0.783739293,0.375341784,0.415689568,0.088544416,0.007429963,0.005091264,0.092010673,0.350592283,0.27720616,0.002999156,0.716427608,0.734238248,0.330288559,0.008819276,0.934634543,0.002173443,0.019367457,0.000157869,0.000147372,0.593948667,940000000.0,0.671588049,0.253310606,0.716427608,0.330288559,0.116808675,0.662123401,0.463291551,0.603759,0.317595952,0.034392501,0,0.789536219,0.004539627,0.624078182,0.600159989,0.839537504,0.279368778,0.026483138,0.5630855,1,0.030883103
0,0.473894603,0.527747492,0.525991755,0.595389095,0.595100823,0.998959844,0.797356812,0.809280415,0.303486338,0.78154008,3310000000.0,764000000.0,0.454046619,0.000268027,0.0,0.174371076,0.174371076,0.174371076,0.211874823,0.306960458,0.023216419,0.095106262,0.167959629,0.022014635,0.847914083,0.689613871,0.689614044,0.217619504,7800000000.0,0.000439871,0.264253133,0.362849745,0.013532563,0.009197903,0.623493514,0.009625293,0.151888019,0.848111981,0.005509631,0.380045763,0.005365848,0.095103164,0.167023603,0.409424683,0.103448276,0.000383472,0.016515454,812000000.0,0.000186098,0.03,0.026170997,0.39187264,0.017361286,0.846059579,0.459031321,0.62876987,0.040349266,0.009557324,0.00243702,0.087572037,0.328512372,0.277246147,0.010613345,0.543351698,0.740009157,0.330921618,0.011252593,0.930004583,0.002145221,0.008307879,0.000262886,0.000194826,0.594019374,4580000000.0,0.671572353,0.255156912,0.543351698,0.330921618,0.124593641,0.642993025,0.459285161,0.504942858,0.314578452,0.021657664,0,0.79181949,0.002058888,0.622289977,0.59539053,0.839648173,0.28175946,0.025755647,0.319590336,1,0.023907992
0,0.494369424,0.542139119,0.549119332,0.603467908,0.603467908,0.998970705,0.797395132,0.809318953,0.30353081,0.781575589,0.000156341,2670000000.0,0.471177541,0.000678068,0.148395587,0.177405082,0.177405082,0.177405082,0.215562069,0.325210441,0.02218794,0.096246234,0.171047676,0.022096384,0.848091825,0.689505583,0.689505583,0.217608739,5380000000.0,0.000437425,0.264076742,0.386135017,0.010167831,0.002924564,0.633814263,0.004697289,0.100311395,0.899688605,0.005197396,0.374514352,0.005365848,0.096153533,0.17006259,0.400145762,0.107946027,0.001379688,0.004587199,5010000000.0,0.000124822,0.027741935,0.011295037,0.392313607,0.011204682,0.790265772,0.108987999,0.352661258,0.02770118,0.003079755,0.002238213,0.065340827,0.35871012,0.277830553,0.018648424,0.608135399,0.734403157,0.328791134,0.01124403,0.932137813,0.002246014,0.024759824,0.000113986,3220000000.0,0.593950346,2580000000.0,0.671571069,0.464754991,0.608135399,0.328791134,0.116639924,0.641222764,0.45884679,0.624007588,0.314325069,0.028713993,0,0.798274674,0.01074306,0.623348909,0.603464059,0.840203673,0.278185711,0.029305418,0.568706115,1,0.037854862
0,0.502218106,0.541757523,0.557952781,0.603864282,0.603864282,0.998991042,0.797413946,0.809336921,0.303521142,0.781592852,0.000142464,79800000.0,0.463881969,0.000254025,0.055369977,0.183683789,0.183683789,0.183683789,0.218492956,0.323618872,0.032049246,0.099747578,0.173608496,0.022076456,0.847990443,0.689314426,0.689299047,0.217581216,7320000000.0,0.000447657,0.264026233,0.379605827,0.004200923,0.002529673,0.632627978,0.014826872,0.183420504,0.816579496,0.004961023,0.38401147,0.005365848,0.099581481,0.172739612,0.400945576,0.091454273,0.001093606,0.005782672,0.000102606,635000000.0,0.033709677,0.017928117,0.393749576,0.038750741,0.724664183,0.151545647,0.237397387,0.021585081,0.002640538,0.001104063,0.103493071,0.344701611,0.276484233,0.004385151,0.533567823,0.729124847,0.333330835,0.035152353,0.933073338,0.002277578,0.015449395,0.00010241,6690000000.0,0.593883375,2690000000.0,0.671575735,0.75591775,0.533567823,0.333330835,0.131859827,0.646493752,0.459772473,0.588512369,0.315435761,0.06714878,0,0.800253662,0.005118647,0.626133817,0.603860398,0.840562432,0.285531784,0.027361625,0.566924899,1,0.019153221
